Channel Name,Video Title,Comment,Sentiment
MrBeast,"$1 vs $100,000,000 Car!",이 영상은 아직 한글자막이나 더빙이 없는걸까요?!??!?<br>이것도 있으면좋겠다,Neutral
MrBeast,"$1 vs $100,000,000 Car!","Disturbing, so, how did you get out of the car?<br>I&#39;m the one dollar car and you jump the car",Neutral
MrBeast,"$1 vs $100,000,000 Car!",Epic car 10000 drive,Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=445"">7:25</a> dodge challenger",Neutral
MrBeast,"$1 vs $100,000,000 Car!",Kot,Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=58"">0:58</a> 🧏",Neutral
MrBeast,"$1 vs $100,000,000 Car!",We have one you’re MrBeast chocolate,Neutral
MrBeast,"$1 vs $100,000,000 Car!",ایرانی ها لایک کنن,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Best YouTuber MrBeast❤🎉,Positive
MrBeast,"$1 vs $100,000,000 Car!",Love ❤,Positive
MrBeast,"$1 vs $100,000,000 Car!",Super,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Who is from Slovakia?🇺🇸<br>Kto je zo Slovenska?🇸🇰,Positive
MrBeast,"$1 vs $100,000,000 Car!",میشه دوبله ی ویدئو هم بزارید ir,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Cool stuff dude 😎👍,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Actually  a mclaren 720s or a standard aventador svj doesnt cost  $1m☝️🤓,Neutral
MrBeast,"$1 vs $100,000,000 Car!",I love Samsung Galaxy,Positive
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=559"">9:19</a> hehe",Neutral
MrBeast,"$1 vs $100,000,000 Car!",omg,Neutral
MrBeast,"$1 vs $100,000,000 Car!",how much money do you spend?,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Relao,Neutral
MrBeast,"$1 vs $100,000,000 Car!",❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
MrBeast,"$1 vs $100,000,000 Car!",Tidak berbahasa Indonesia?,Neutral
MrBeast,"$1 vs $100,000,000 Car!",👎👎👎👎👎,Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=335"">5:35</a> bro is a Chad",Neutral
MrBeast,"$1 vs $100,000,000 Car!",I’ve got a Mrbeast chocolate🎉,Neutral
MrBeast,"$1 vs $100,000,000 Car!",You’re crazy but epic,Neutral
MrBeast,"$1 vs $100,000,000 Car!",WA,Neutral
MrBeast,"$1 vs $100,000,000 Car!",..????????,Neutral
MrBeast,"$1 vs $100,000,000 Car!",.,Neutral
MrBeast,"$1 vs $100,000,000 Car!",1vs100’000’000,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Can I get one of those cars for 24 million dollars?<br>Twenty twenty 22,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Егорик,Neutral
MrBeast,"$1 vs $100,000,000 Car!","This is so exotic <a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=7"">0:07</a>",Neutral
MrBeast,"$1 vs $100,000,000 Car!",2500.0000.00000000000000000000000000000000000000000,Neutral
MrBeast,"$1 vs $100,000,000 Car!",U r the best youtuber,Positive
MrBeast,"$1 vs $100,000,000 Car!",🇸🇮🤓🤩🤩🥳🥳😒😔,Positive
MrBeast,"$1 vs $100,000,000 Car!",I have cars,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Toyota supra is the fastest in the world,Neutral
MrBeast,"$1 vs $100,000,000 Car!","In germnany, I found Feastables in Netto. And I think deez nuts is the Best.",Positive
MrBeast,"$1 vs $100,000,000 Car!",🥹🥹🥹🥹,Neutral
MrBeast,"$1 vs $100,000,000 Car!",🎉😮,Neutral
MrBeast,"$1 vs $100,000,000 Car!",i eat your feastables,Neutral
MrBeast,"$1 vs $100,000,000 Car!",😎,Neutral
MrBeast,"$1 vs $100,000,000 Car!",That&#39;s crazy OMG 😮😮😮😮,Neutral
MrBeast,"$1 vs $100,000,000 Car!",its fun,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Love you❤❤,Positive
MrBeast,"$1 vs $100,000,000 Car!",انا عربي,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Não era em Portugues,Neutral
MrBeast,"$1 vs $100,000,000 Car!",This is so amazing 😍 bro,Positive
MrBeast,"$1 vs $100,000,000 Car!",Егорик,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Rezvani company from Iran 😂😂🎉🎉,Neutral
MrBeast,"$1 vs $100,000,000 Car!",“It’s a plane!”<br><br><br>“It’s a bird!”<br><br><br>“It’s a car!”<br><br><br><br>“Fr tho”,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Мистер бист мистер бист,Neutral
MrBeast,"$1 vs $100,000,000 Car!",MrBeast is amazing!!!!,Positive
MrBeast,"$1 vs $100,000,000 Car!",wdym u are flying,Neutral
MrBeast,"$1 vs $100,000,000 Car!",..,Neutral
MrBeast,"$1 vs $100,000,000 Car!",I love,Positive
MrBeast,"$1 vs $100,000,000 Car!",That’s a Tesla,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Nobody was harmed while the video making or else I hope so?,Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=293"">4:53</a> who’s tia",Neutral
MrBeast,"$1 vs $100,000,000 Car!",Cool part was the one when uncle didn&#39;t responded,Neutral
MrBeast,"$1 vs $100,000,000 Car!",yimi  por  que  a,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Ronaldo is coming,Neutral
MrBeast,"$1 vs $100,000,000 Car!",This is the best cars ❤❤,Positive
MrBeast,"$1 vs $100,000,000 Car!",Iran,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Bet,Neutral
MrBeast,"$1 vs $100,000,000 Car!",MRBEAST!!!!,Neutral
MrBeast,"$1 vs $100,000,000 Car!",epic,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Omg😮😂,Neutral
MrBeast,"$1 vs $100,000,000 Car!",😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,Neutral
MrBeast,"$1 vs $100,000,000 Car!",I love seeing the shockwaves from the explosions,Positive
MrBeast,"$1 vs $100,000,000 Car!",🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷😊😊,Neutral
MrBeast,"$1 vs $100,000,000 Car!",buy     a       bugatii,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Bro where is the language setting,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Bro the gimy ys magic,Neutral
MrBeast,"$1 vs $100,000,000 Car!",exploding 🤯 🤯 ayo,Neutral
MrBeast,"$1 vs $100,000,000 Car!",The Car is NeedForSpeed Car,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Chi e italiano,Neutral
MrBeast,"$1 vs $100,000,000 Car!",10m,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Eie,Neutral
MrBeast,"$1 vs $100,000,000 Car!",OMG 😱😊,Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=325"">5:25</a>",Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=314"">5:14</a>",Neutral
MrBeast,"$1 vs $100,000,000 Car!",Epic,Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=34"">0:34</a> yes",Neutral
MrBeast,"$1 vs $100,000,000 Car!",Ayooooooooooooo,Neutral
MrBeast,"$1 vs $100,000,000 Car!",TOT,Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A&amp;t=258"">4:18</a> sorry but I don’t have that much to spare 😂",Neutral
MrBeast,"$1 vs $100,000,000 Car!",YOU SHOULD BUY A BUGGATI<br>PLS BRO<br>PLS,Neutral
MrBeast,"$1 vs $100,000,000 Car!",MrBeast you are😎😎😎😎😎😎😎😎😎😎😎😎😎,Neutral
MrBeast,"$1 vs $100,000,000 Car!",what whpoaaa i thought it was a billion but a milllion?!!,Neutral
MrBeast,"$1 vs $100,000,000 Car!",why does the 100million dolllar car is so expenisive,Neutral
MrBeast,"$1 vs $100,000,000 Car!",No esta en español,Neutral
MrBeast,"$1 vs $100,000,000 Car!",Mrbeast  love you,Positive
MrBeast,"$1 vs $100,000,000 Car!","<a href=""UCkszU2WH9gy1mb0dV-11UJg/ePgfY-K2Kp6Mr8oP1oqAwAc""></a>cant wait",Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A"">0:00</a>",Neutral
MrBeast,"$1 vs $100,000,000 Car!","<a href=""https://www.youtube.com/watch?v=KrLj6nc516A"">0:00</a>",Neutral
MrBeast,Extreme Home Makeover!,:),Neutral
MrBeast,Extreme Home Makeover!,bigchungus:,Neutral
MrBeast,Extreme Home Makeover!,آلی بود فاسی❤❤❤❤❤❤,Positive
MrBeast,Extreme Home Makeover!,ممنون ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive
MrBeast,Extreme Home Makeover!,❤❤❤❤🎉🎉,Positive
MrBeast,Extreme Home Makeover!,Ministère je viens au Sénéga s&#39;il vous plaît dis-moi commentaire réponds-moi commentaire,Neutral
MrBeast,Extreme Home Makeover!,Mrbeast kya ham aapse mil sakte hain koi challenge mein bula sakte ho,Neutral
MrBeast,Extreme Home Makeover!,আমাকে টাকা দেও,Neutral
MrBeast,Extreme Home Makeover!,Wood ❤❤❤❤ qood,Positive
MrBeast,Extreme Home Makeover!,ΤΑΕΡΘΟ    ΚΑΙ    ΕΓΟ,Neutral
MrBeast,Extreme Home Makeover!,Great,Positive
MrBeast,Extreme Home Makeover!,I AM THE MRBAST  FAS🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Neutral
MrBeast,Extreme Home Makeover!,ওয়াও ভেরি নাইস,Neutral
MrBeast,Extreme Home Makeover!,আপনি গরিবকে খুব সাহায্য করেন আললাহ আর ও দিবে এই দোয়া করি❤,Positive
MrBeast,Extreme Home Makeover!,You&#39;re playing our new home:),Neutral
MrBeast,Extreme Home Makeover!,❤❤❤🙏🙏🙏🙏🙏🙏,Positive
MrBeast,Extreme Home Makeover!,🎉🎉🎉❤❤❤,Positive
MrBeast,Extreme Home Makeover!,Oʻzbekistondan salom🇺🇿,Neutral
MrBeast,Extreme Home Makeover!,Buzgayam keling Oʻzbekiston,Neutral
MrBeast,Extreme Home Makeover!,Perú ve por FAVOR 😢🎉🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪 quien quiere que vaya a Perú 👇🏻,Negative
MrBeast,Extreme Home Makeover!,Benimde size ihtiyacım var 3 erkek cocgum var ellerinizden öper bizde destek olsanız ❤❤❤❤,Positive
MrBeast,Extreme Home Makeover!,Hei,Neutral
MrBeast,Extreme Home Makeover!,Persian ❤,Positive
MrBeast,Extreme Home Makeover!,Love!,Positive
MrBeast,Extreme Home Makeover!,কেউ আমাকে করে দিবে বাড়ি,Neutral
MrBeast,Extreme Home Makeover!,❤,Positive
MrBeast,Extreme Home Makeover!,🇮🇷🇮🇷🇮🇷 مرسی❤❤,Positive
MrBeast,Extreme Home Makeover!,Help,Neutral
MrBeast,Extreme Home Makeover!,سلام,Neutral
MrBeast,Extreme Home Makeover!,Wow ist so beautiful ❤😢🥰🤩🎉,Neutral
MrBeast,Extreme Home Makeover!,جیمی بیا ایران😢😢,Negative
MrBeast,Extreme Home Makeover!,"Que maravillosa la remodelación, te pasaste, un saludo desde Chile Lindo",Neutral
MrBeast,Extreme Home Makeover!,🇸🇳🥳🥳🥳🥳🥳🇸🇳🇸🇳🇸🇳🇸🇳🇸🇳❤️‍🔥😂,Neutral
MrBeast,Extreme Home Makeover!,Teď už točíš česky lol😂,Neutral
MrBeast,Extreme Home Makeover!,Reforma a minha aqui no Brasil por favor 😅,Neutral
MrBeast,Extreme Home Makeover!,❤❤❤,Positive
MrBeast,Extreme Home Makeover!,Czech?,Neutral
MrBeast,Extreme Home Makeover!,🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,Neutral
MrBeast,Extreme Home Makeover!,You are best MrBeast I love you . IRAN❤,Positive
MrBeast,Extreme Home Makeover!,Omg this is so wholesome!,Neutral
MrBeast,Extreme Home Makeover!,چه خبره جیمی😅,Neutral
MrBeast,Extreme Home Makeover!,Come to Bangladesh ❤❤❤❤,Positive
MrBeast,Extreme Home Makeover!,Hame AAP ki madat cahiay,Neutral
MrBeast,Extreme Home Makeover!,Hello mitar beast AAP kaha se ho,Neutral
MrBeast,Extreme Home Makeover!,😅😮😮😮😊,Neutral
MrBeast,Extreme Home Makeover!,halp,Neutral
MrBeast,Extreme Home Makeover!,Barakalla umrizdan baraka topin Bits Musulmon bolmasezham Musulmondek yol tutasiz sizga hurmatim cheksiz Mister Bits❤,Positive
MrBeast,Extreme Home Makeover!,❤❤❤,Positive
MrBeast,Extreme Home Makeover!,🤍🤍🤍🤍,Neutral
MrBeast,Extreme Home Makeover!,What cute home ❤❤😊 mrbeast,Positive
MrBeast,Extreme Home Makeover!,Hallo,Neutral
MrBeast,Extreme Home Makeover!,❤❤❤❤❤❤,Positive
MrBeast,Extreme Home Makeover!,One challenge for me,Neutral
MrBeast,Extreme Home Makeover!,Hola soy española,Neutral
MrBeast,Extreme Home Makeover!,Siz Juda ajoyib mehribon insonsiz siz bilan uchrashishni  istardim  òzbekiatonda n salom,Neutral
MrBeast,Extreme Home Makeover!,Bhai hmko de do,Neutral
MrBeast,Extreme Home Makeover!,Love from Bangladesh 🇧🇩🇧🇩🇧🇩🇧🇩,Positive
MrBeast,Extreme Home Makeover!,Men ga ham yordam bering,Neutral
MrBeast,Extreme Home Makeover!,پپشمامممممم ❤,Positive
MrBeast,Extreme Home Makeover!,Bizim köye gel Türkiye 😮,Neutral
MrBeast,Extreme Home Makeover!,WOW 😯❤,Positive
MrBeast,Extreme Home Makeover!,❤❤❤,Positive
MrBeast,Extreme Home Makeover!,Semoga sampai indonesia calent nya,Neutral
MrBeast,Extreme Home Makeover!,Tamil language its ours 🎉🎉🎉,Neutral
MrBeast,Extreme Home Makeover!,❤❤❤❤❤,Positive
MrBeast,Extreme Home Makeover!,Pileshalpp imfrrmnideya,Neutral
MrBeast,Extreme Home Makeover!,هر کاری می کنم نمیتونم سابسکرایب کنم,Neutral
MrBeast,Extreme Home Makeover!,Suno,Neutral
MrBeast,Extreme Home Makeover!,عالی,Neutral
MrBeast,Extreme Home Makeover!,Όταν τα έκανε αυτά ο Σπύρος σουλης φίλε μου εσυ κοιμόσουν 😘,Neutral
MrBeast,Extreme Home Makeover!,👏👏👏👏👏,Neutral
MrBeast,Extreme Home Makeover!,مستر بیست=مهربون ترین,Neutral
MrBeast,Extreme Home Makeover!,Nasz nowy dom,Neutral
MrBeast,Extreme Home Makeover!,پسره گفت پشمام,Neutral
MrBeast,Extreme Home Makeover!,Kya app sbko uhi free mai madad krte ho ?qki hmko lagta hai app mazak kr rhe ho hmko apna business kena hai uske liya help chahiye kya app maddad kroge,Neutral
MrBeast,Extreme Home Makeover!,Pesa sahe,Neutral
MrBeast,Extreme Home Makeover!,😊,Neutral
MrBeast,Extreme Home Makeover!,Uzbekcha uchun rahmat,Neutral
MrBeast,Extreme Home Makeover!,عالی❤,Positive
MrBeast,Extreme Home Makeover!,مرسی از دوبله,Neutral
MrBeast,Extreme Home Makeover!,E=MC2,Neutral
MrBeast,Extreme Home Makeover!,Ethokke ellum ellavark alla kodukande ellathavarkkan🥹,Neutral
MrBeast,Extreme Home Makeover!,انا منزلي أصغر من هاد نحن قاعدين بقبو,Neutral
MrBeast,Extreme Home Makeover!,أريدك أن تصلح لي منزلي 😢,Negative
MrBeast,Extreme Home Makeover!,Niiiiiiiiice🎉,Neutral
MrBeast,Extreme Home Makeover!,👊,Neutral
MrBeast,Extreme Home Makeover!,مرسی مستر بیست,Neutral
MrBeast,Extreme Home Makeover!,Time flies 😔,Neutral
MrBeast,Extreme Home Makeover!,Time flies 😔,Neutral
MrBeast,Extreme Home Makeover!,❤️❤️❤️❤️,Positive
MrBeast,Extreme Home Makeover!,❤❤,Positive
MrBeast,Extreme Home Makeover!,Iran,Neutral
MrBeast,Extreme Home Makeover!,Uzr,Neutral
MrBeast,Extreme Home Makeover!,MrBeast si tenes tiempo porfavor beni a remodelar mi casa 🏡 😊,Neutral
MrBeast,Extreme Home Makeover!,🇮🇷🇮🇷🇮🇷,Neutral
MrBeast,Extreme Home Makeover!,🇮🇷,Neutral
MrBeast,Extreme Home Makeover!,Polski &quot;Nasz Nowy Dom&quot; ale trochę lepszy,Neutral
MrBeast,Extreme Home Makeover!,So nice,Neutral
MrBeast,Extreme Home Makeover!,مستر بیست فیک؟!,Neutral
MrBeast,Extreme Home Makeover!,🎉❤,Positive
MrBeast,Katana Vs Bullet,subscribe!,Neutral
MrBeast,Katana Vs Bullet,Help other don&#39;t play by a money,Neutral
MrBeast,Katana Vs Bullet,🇦🇲,Neutral
MrBeast,Katana Vs Bullet,Л,Neutral
MrBeast,Katana Vs Bullet,สุดยอดเลยครับยิงโดนได้ยังไง,Neutral
MrBeast,Katana Vs Bullet,Hd827_3&lt;》■¤■●●●<br>jajajaja que se fue 6y,Neutral
MrBeast,Katana Vs Bullet,malayalam?😮😮😮😮,Neutral
MrBeast,Katana Vs Bullet,خیلی ممنون برای دوبله❤❤❤ thank you I am iranian,Positive
MrBeast,Katana Vs Bullet,How I am hearing this in tamil 😮,Neutral
MrBeast,Katana Vs Bullet,Malayali language ano id,Neutral
MrBeast,Katana Vs Bullet,10k❤,Positive
MrBeast,Katana Vs Bullet,سبحان الله <br>اللهم صل على محمد وال محمد,Neutral
MrBeast,Katana Vs Bullet,MB POR QUE DEAM TE ODIA🤔,Neutral
MrBeast,Katana Vs Bullet,ممنون مستر بیست❤❤,Positive
MrBeast,Katana Vs Bullet,MD Rohan,Neutral
MrBeast,Katana Vs Bullet,Видео спонсировано юбисофт,Neutral
MrBeast,Katana Vs Bullet,চগশগেশল্,Neutral
MrBeast,Katana Vs Bullet,asdwgihjgt,Neutral
MrBeast,Katana Vs Bullet,Огонь🎉🎉🎉🎉,Neutral
MrBeast,Katana Vs Bullet,Tamil ❤❤,Positive
MrBeast,Katana Vs Bullet,Fiksun is a dancer 😂😂😂😂😢😢🎉🎉🎉🎉🎉🎉🎉🎉,Negative
MrBeast,Katana Vs Bullet,Why German?,Neutral
MrBeast,Katana Vs Bullet,❤❤❤❤❤❤❤❤😊,Positive
MrBeast,Katana Vs Bullet,عشق مستر بیست❤,Positive
MrBeast,Katana Vs Bullet,श्री बेस्ट आई एम योर बिगेस्ट फैन,Neutral
MrBeast,Katana Vs Bullet,Thank you for language💗,Positive
MrBeast,Katana Vs Bullet,👋👋👋,Neutral
MrBeast,Katana Vs Bullet,Suka,Neutral
MrBeast,Katana Vs Bullet,❤❤ من چی دلار هم به من بده,Positive
MrBeast,Katana Vs Bullet,❤❤,Positive
MrBeast,Katana Vs Bullet,😊😊😊😊😊😊😊,Neutral
MrBeast,Katana Vs Bullet,Thanks fo kannada mathadebake,Positive
MrBeast,Katana Vs Bullet,"Why do they spend money? Many people want that much money, no way. MrBeast",Neutral
MrBeast,Katana Vs Bullet,Nice❤,Positive
MrBeast,Katana Vs Bullet,O😅😊,Neutral
MrBeast,Katana Vs Bullet,That is not true.,Neutral
MrBeast,Katana Vs Bullet,Can i try?😅,Neutral
MrBeast,Katana Vs Bullet,خیلی ممنون برای دوبله کردن به افغانی ها,Neutral
MrBeast,Katana Vs Bullet,مستر بیست خوشحالم که ویدیوهات رو دوبله فارسی کردی❤,Positive
MrBeast,Katana Vs Bullet,Quá đẳng cấp luôn ❤❤❤,Positive
MrBeast,Katana Vs Bullet,オモチャの刀にオモチャの銃…アメリカなのに！？,Neutral
MrBeast,Katana Vs Bullet,"The merit belongs to the shooter, the swordsman only asks that they aim directly at the edge. Hahaha",Neutral
MrBeast,Katana Vs Bullet,🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷,Neutral
MrBeast,Katana Vs Bullet,Мне даже невозможно сделать на 7¹000383939287492раз так,Neutral
MrBeast,Katana Vs Bullet,Yes,Neutral
MrBeast,Katana Vs Bullet,Whoo🎉,Neutral
MrBeast,Katana Vs Bullet,Kannada 🇮🇳❣️,Neutral
MrBeast,Katana Vs Bullet,Telugu ❤️❤️❤️❤️❤️❤️,Positive
MrBeast,Katana Vs Bullet,+SLASH OF TIX,Neutral
MrBeast,Katana Vs Bullet,😡😡😡😡💔🤬,Neutral
MrBeast,Katana Vs Bullet,زنده باشی,Neutral
MrBeast,Katana Vs Bullet,مستر بیست اگر داری اینو میخونی به ایرنی جوابمو بده بگو سلام,Neutral
MrBeast,Katana Vs Bullet,🔥🔥🔥,Neutral
MrBeast,Katana Vs Bullet,🇹🇭🛫🛬🇺🇸,Neutral
MrBeast,Katana Vs Bullet,"$1,000,000,000       ติดตาม",Neutral
MrBeast,Katana Vs Bullet,"&quot;Can you push one asteroid with one finger&quot;<br>&quot;Yes, sir&quot;",Neutral
MrBeast,Katana Vs Bullet,ممنونم بابت دوبله,Neutral
MrBeast,Katana Vs Bullet,Sto pise katana protiv metka,Neutral
MrBeast,Katana Vs Bullet,مستر ميت ليش كريستيانو رونالدو ميسي كل اسرائيل انا ما احب ميسي كرستيانو,Neutral
MrBeast,Katana Vs Bullet,മലയാളി 🔥,Neutral
MrBeast,Katana Vs Bullet,มิสเตอร์บีนระวังโรนัลโด้มา,Neutral
MrBeast,Katana Vs Bullet,🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷,Neutral
MrBeast,Katana Vs Bullet,بدون کاتانا ازش بخواه,Neutral
MrBeast,Katana Vs Bullet,ronaldo❤  not you,Positive
MrBeast,Katana Vs Bullet,i am from Bangladesh LOVE you MrBeast❤❤❤,Positive
MrBeast,Katana Vs Bullet,Telugu people,Neutral
MrBeast,Katana Vs Bullet,❤❤❤,Positive
MrBeast,Katana Vs Bullet,The best you wanna fan,Positive
MrBeast,Katana Vs Bullet,Asante sana @Mrbeast kwa kutumia lugha ya kiswahili katika maudhui yako tunakupenda sana karibu sana Tanzania🇹🇿🇹🇿🇹🇿 we love you🇺🇸,Positive
MrBeast,Katana Vs Bullet,Deadpool,Neutral
MrBeast,Katana Vs Bullet,Wow,Neutral
MrBeast,Katana Vs Bullet,Bhowdv🎉i🎉😮,Neutral
MrBeast,Katana Vs Bullet,suscribete❤🎉😂🎉❤😂🎉❤🎉😂🎉❤🎉😂,Positive
MrBeast,Katana Vs Bullet,🇧🇩,Neutral
MrBeast,Katana Vs Bullet,Telugu ❤,Positive
MrBeast,Katana Vs Bullet,Mrbeast i just see you fighting the gnomes and the knights 😮😮😮,Neutral
MrBeast,Katana Vs Bullet,مرسی آقای مستر بیست ❤😂,Positive
MrBeast,Katana Vs Bullet,Insane!,Neutral
MrBeast,Katana Vs Bullet,Jeiderber,Neutral
MrBeast,Katana Vs Bullet,),Neutral
MrBeast,Katana Vs Bullet,Jsi hodnej ❤,Positive
MrBeast,Katana Vs Bullet,Adangomala,Neutral
MrBeast,Katana Vs Bullet,Warum ist das auf Deutsch???,Neutral
MrBeast,Katana Vs Bullet,Uhhh.... This one is transferred to Pearson too....,Neutral
MrBeast,Katana Vs Bullet,پشمام فارسیه اییییول😂❤,Positive
MrBeast,Katana Vs Bullet,20 الف دولار نبني بيهم مستقبلي ف ليبيا,Neutral
MrBeast,Katana Vs Bullet,Malayalis asssemble,Neutral
MrBeast,Katana Vs Bullet,Wow 😮😮,Neutral
MrBeast,Katana Vs Bullet,Deadpool 2.0,Neutral
MrBeast,Katana Vs Bullet,Why the Video is German 😢,Negative
MrBeast,Katana Vs Bullet,مرسی واسه فارسی کردن ❤,Positive
MrBeast,Katana Vs Bullet,آخرش گفت رونالدو رو دنبال کنید😂,Neutral
MrBeast,Katana Vs Bullet,Wau😮😮😮😮,Neutral
MrBeast,Katana Vs Bullet,طططططططيطيطيطيطيطيطيطيطط,Neutral
MrBeast,Katana Vs Bullet,Thanks youre the best❤️🇮🇷🇮🇷❤️,Positive
MrBeast,Katana Vs Bullet,Ronaldo suiiiiiii,Neutral
MrBeast,Katana Vs Bullet,O&#39;zbekiston 😂😮,Neutral
MrBeast,Katana Vs Bullet,Omg persian dub,Neutral
MrBeast,Katana Vs Bullet,❤❤❤❤❤❤❤❤,Positive
MrBeast,Katana Vs Bullet,Yretug,Neutral
MrBeast,How Many School Buses Can We Stack?,subscribe if you guessed how many we stacked!,Neutral
MrBeast,How Many School Buses Can We Stack?,Am i heard Persian dub?<br>I can&#39;t believe that,Neutral
MrBeast,How Many School Buses Can We Stack?,Parece mujer el hombre de al lado,Neutral
MrBeast,How Many School Buses Can We Stack?,❤❤❤❤❤❤,Positive
MrBeast,How Many School Buses Can We Stack?,طارق أردني ❤❤❤,Positive
MrBeast,How Many School Buses Can We Stack?,szia,Neutral
MrBeast,How Many School Buses Can We Stack?,خلیج پارس,Neutral
MrBeast,How Many School Buses Can We Stack?,Malayalis aarum illeydeyyy😂😂,Neutral
MrBeast,How Many School Buses Can We Stack?,You’re Crazy mate!<br>Thanks for your Persian dub❤,Positive
MrBeast,How Many School Buses Can We Stack?,Dame mil dólares,Neutral
MrBeast,How Many School Buses Can We Stack?,Thanks Iran 🇮🇷,Positive
MrBeast,How Many School Buses Can We Stack?,Love ❤,Positive
MrBeast,How Many School Buses Can We Stack?,No Mrbeast😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😊😡😡😡,Neutral
MrBeast,How Many School Buses Can We Stack?,❤❤❤ممنونم از جیمی,Positive
MrBeast,How Many School Buses Can We Stack?,How to e<br><br><br><br><br><br><br>Hsgs,Neutral
MrBeast,How Many School Buses Can We Stack?,🎉🎉 دوبله فارسی بزار,Neutral
MrBeast,How Many School Buses Can We Stack?,جااااان ایرانی 👑🎉,Neutral
MrBeast,How Many School Buses Can We Stack?,Pls hlp me,Neutral
MrBeast,How Many School Buses Can We Stack?,Ronaldo Betrr,Neutral
MrBeast,How Many School Buses Can We Stack?,Szerintem csinálhatnáp saját filmet híres színészekkel 😊,Neutral
MrBeast,How Many School Buses Can We Stack?,Thank you mrmest for persin dubbing,Positive
MrBeast,How Many School Buses Can We Stack?,Trei autobuze!,Neutral
MrBeast,How Many School Buses Can We Stack?,🇮🇷,Neutral
MrBeast,How Many School Buses Can We Stack?,Тока четырый стал 😅,Neutral
MrBeast,How Many School Buses Can We Stack?,Mistare bis,Neutral
MrBeast,How Many School Buses Can We Stack?,I use buses to work 😂😅😂,Neutral
MrBeast,How Many School Buses Can We Stack?,Agora entendi por que a maioria das veses o ônibus tá quebrado😂😂😂,Neutral
MrBeast,How Many School Buses Can We Stack?,ممنون بابت دوبله فارسی🇮🇷❤,Positive
MrBeast,How Many School Buses Can We Stack?,Thank you for pershean language ❤<br>ممنون برای زبان فارسی,Positive
MrBeast,How Many School Buses Can We Stack?,❤❤😂,Positive
MrBeast,How Many School Buses Can We Stack?,iran❤❤,Positive
MrBeast,How Many School Buses Can We Stack?,من فکر میکردم از این اتوبوس ها فقط داخل کارتون هاست❤❤😂🎉,Positive
MrBeast,How Many School Buses Can We Stack?,Ova hay,Neutral
